vehicle_count,avg_speed_kmh,road_capacity,v_c_ratio,is_peak_hour,weather_condition,weather_code,occupancy_rate,has_incident,congestion_score,congestion_level,estimated_delay_minutes
622,45.2,1200,0.518,0,Clear,0,0.375,1,54.0,Moderate,14.0
1463,5.0,850,1.721,1,Rain,1,0.98,0,100.0,High,60.0
1005,11.1,600,1.675,0,Clear,0,0.98,0,100.0,High,53.5
1843,5.0,850,2.168,0,Clear,0,0.98,1,100.0,High,60.0
415,28.8,2000,0.208,1,Clear,0,0.078,0,44.4,Moderate,7.7
1288,5.0,850,1.515,0,Clear,0,0.98,1,100.0,High,55.3
951,37.6,2000,0.476,1,Clear,0,0.286,1,67.5,Moderate,20.2
1519,5.0,1000,1.519,0,Clear,0,0.976,0,100.0,High,45.9
1142,5.0,1000,1.142,0,Storm,2,0.68,0,95.1,High,35.5
1119,36.8,2000,0.56,0,Clear,0,0.376,0,44.6,Moderate,2.0
406,55.1,850,0.478,1,Clear,0,0.191,0,44.7,Moderate,6.2
2144,24.3,1200,1.787,0,Clear,0,0.98,1,100.0,High,60.0
474,41.6,850,0.558,0,Clear,0,0.382,0,42.4,Moderate,5.1
1835,17.6,1500,1.223,1,Clear,0,0.77,0,95.1,High,32.5
1328,5.0,600,2.213,0,Clear,0,0.98,0,100.0,High,60.0
1379,53.2,1200,1.149,0,Clear,0,0.747,0,63.8,Moderate,22.6
635,28.1,850,0.747,1,Clear,0,0.508,0,69.0,Moderate,14.4
1135,22.3,1000,1.135,0,Fog,3,0.72,0,92.1,High,34.0
2007,5.5,1500,1.338,1,Clear,0,0.866,0,100.0,High,40.5
593,6.8,1200,0.494,1,Storm,2,0.403,0,77.2,High,14.4
289,51.2,2000,0.144,0,Clear,0,0.228,0,19.5,Low,1.7
1712,49.4,1500,1.141,0,Clear,0,0.663,0,65.1,Moderate,24.3
616,19.0,1000,0.616,1,Rain,1,0.32,1,87.1,High,30.1
921,30.3,1000,0.921,0,Clear,0,0.568,0,63.8,Moderate,13.7
2500,5.0,1200,2.083,1,Storm,2,0.98,0,100.0,High,60.0
1438,21.1,850,1.692,0,Clear,0,0.98,1,100.0,High,60.0
186,41.0,1000,0.186,0,Rain,1,0.045,0,30.9,Low,4.1
2331,5.2,1500,1.554,1,Clear,0,0.98,0,100.0,High,51.3
1656,5.0,850,1.948,0,Fog,3,0.98,0,100.0,High,60.0
932,5.0,600,1.553,1,Clear,0,0.98,1,100.0,High,60.0
403,60.1,2000,0.202,1,Clear,0,0.166,0,30.0,Low,2.7
2097,5.0,850,2.467,0,Clear,0,0.98,1,100.0,High,60.0
1018,29.3,850,1.198,0,Rain,1,0.807,1,96.7,High,42.7
942,31.1,1000,0.942,1,Clear,0,0.602,0,76.4,High,22.6
1837,15.6,1500,1.225,1,Clear,0,0.771,0,96.1,High,34.2
1466,5.0,1000,1.466,0,Fog,3,0.86,0,100.0,High,54.3
978,41.1,1200,0.815,0,Clear,0,0.566,0,54.2,Moderate,9.6
670,59.8,1200,0.558,0,Clear,0,0.367,0,34.2,Low,5.3
782,26.2,1000,0.782,1,Rain,1,0.529,0,76.4,High,18.1
1207,5.0,600,2.012,1,Clear,0,0.98,0,100.0,High,60.0
679,32.6,2000,0.34,1,Clear,0,0.202,0,48.6,Moderate,8.3
1648,5.0,2000,0.824,1,Storm,2,0.568,0,92.8,High,23.5
1281,5.0,1000,1.281,1,Fog,3,0.822,0,100.0,High,47.1
2254,5.0,850,2.652,0,Clear,0,0.98,1,100.0,High,60.0
592,53.3,1200,0.493,0,Clear,0,0.303,0,34.2,Low,4.1
1292,5.0,600,2.153,0,Rain,1,0.98,1,100.0,High,60.0
270,47.7,1000,0.27,0,Clear,0,0.2,0,26.7,Low,3.5
2302,10.1,1000,2.302,0,Clear,0,0.98,1,100.0,High,60.0
809,50.6,600,1.348,0,Clear,0,0.845,1,88.9,High,48.4
969,47.5,850,1.14,0,Clear,0,0.824,0,65.9,Moderate,26.7
1065,26.1,850,1.253,0,Clear,0,0.739,0,80.6,High,29.6
730,47.8,1200,0.608,0,Clear,0,0.35,0,41.9,Moderate,6.5
985,20.4,1200,0.821,1,Clear,0,0.542,1,90.7,High,28.7
1319,5.0,600,2.198,0,Clear,0,0.98,1,100.0,High,60.0
1005,48.3,1000,1.005,0,Clear,0,0.621,0,59.5,Moderate,16.0
1009,20.3,850,1.187,0,Clear,0,0.796,0,80.3,High,27.0
1595,23.5,2000,0.798,0,Clear,0,0.508,0,61.3,Moderate,10.8
1092,5.0,600,1.82,1,Clear,0,0.98,0,100.0,High,60.0
801,68.0,1000,0.801,0,Clear,0,0.507,0,41.5,Moderate,9.0
396,45.3,850,0.466,0,Rain,1,0.296,0,41.6,Moderate,5.7
802,39.6,2000,0.401,1,Clear,0,0.192,0,48.2,Moderate,10.6
2001,28.2,1500,1.334,0,Clear,0,0.895,1,98.3,High,45.7
1592,5.0,1000,1.592,1,Clear,0,0.98,0,100.0,High,58.8
826,42.0,1000,0.826,0,Clear,0,0.495,0,54.3,Moderate,12.6
1142,5.0,600,1.903,1,Clear,0,0.98,1,100.0,High,60.0
2500,5.0,1000,2.5,1,Clear,0,0.98,1,100.0,High,60.0
822,5.0,1000,0.822,1,Storm,2,0.56,0,92.7,High,25.2
662,56.3,1000,0.662,0,Rain,1,0.483,0,45.4,Moderate,12.3
634,12.8,600,1.057,0,Fog,3,0.615,0,92.8,High,29.1
1730,5.0,850,2.035,1,Fog,3,0.98,1,100.0,High,60.0
718,47.7,850,0.845,0,Clear,0,0.584,0,52.6,Moderate,11.1
1542,11.1,1200,1.285,1,Clear,0,0.823,0,100.0,High,36.1
2338,5.0,850,2.751,0,Clear,0,0.98,1,100.0,High,60.0
1652,27.9,1200,1.377,0,Clear,0,0.899,0,85.4,High,34.7
865,37.8,1000,0.865,0,Clear,0,0.601,0,57.9,Moderate,13.9
2214,5.0,850,2.605,0,Clear,0,0.98,1,100.0,High,60.0
986,18.2,1000,0.986,0,Clear,0,0.755,0,72.2,High,20.0
690,15.5,1500,0.46,1,Rain,1,0.238,1,81.7,High,24.1
1335,19.1,1000,1.335,0,Clear,0,0.817,0,87.5,High,34.9
1165,35.2,1000,1.165,0,Rain,1,0.756,0,77.6,High,27.8
1490,18.9,1500,0.993,1,Clear,0,0.671,0,84.2,High,22.8
1543,18.5,850,1.815,0,Rain,1,0.98,0,100.0,High,60.0
2500,5.0,600,4.167,0,Rain,1,0.98,1,100.0,High,60.0
2004,5.0,850,2.358,0,Clear,0,0.98,0,100.0,High,60.0
482,48.4,1500,0.321,0,Clear,0,0.124,0,28.7,Low,3.1
342,52.5,1000,0.342,1,Clear,0,0.305,0,39.8,Moderate,5.1
2500,5.0,850,2.941,0,Rain,1,0.98,1,100.0,High,60.0
2008,5.0,1000,2.008,1,Clear,0,0.98,1,100.0,High,60.0
388,52.2,1200,0.323,0,Rain,1,0.255,0,32.1,Low,2.3
2454,5.0,1000,2.454,1,Clear,0,0.98,0,100.0,High,60.0
1914,5.0,1000,1.914,1,Clear,0,0.98,0,100.0,High,60.0
777,28.5,1000,0.777,1,Rain,1,0.422,0,75.1,High,16.8
1311,21.6,2000,0.656,0,Rain,1,0.344,1,75.8,High,22.5
418,40.7,1200,0.348,1,Fog,3,0.124,0,60.4,Moderate,14.1
501,29.0,1000,0.501,0,Fog,3,0.293,0,60.5,Moderate,13.1
1208,31.5,1500,0.805,1,Clear,0,0.469,0,70.0,High,15.9
1898,5.0,600,3.163,1,Clear,0,0.98,1,100.0,High,60.0
972,10.4,850,1.144,0,Clear,0,0.733,0,82.8,High,24.3
989,23.3,1000,0.989,1,Rain,1,0.671,0,87.0,High,25.4
1035,38.0,1200,0.862,0,Clear,0,0.605,0,57.7,Moderate,11.3
1010,30.0,1000,1.01,0,Clear,0,0.669,0,67.9,Moderate,17.0
2500,5.0,1200,2.083,1,Clear,0,0.98,1,100.0,High,60.0
1399,33.6,1200,1.166,1,Clear,0,0.752,0,85.3,High,30.9
365,57.2,1000,0.365,0,Clear,0,0.31,0,26.7,Low,0.3
1960,5.0,850,2.306,1,Clear,0,0.98,0,100.0,High,60.0
1418,28.8,1000,1.418,0,Clear,0,0.875,0,86.8,High,37.7
919,50.4,1000,0.919,0,Clear,0,0.66,1,69.7,Moderate,26.2
818,27.3,850,0.962,1,Clear,0,0.683,0,79.0,High,22.5
653,67.4,1500,0.435,0,Clear,0,0.208,0,25.3,Low,5.9
1149,49.2,1500,0.766,0,Clear,0,0.441,0,48.3,Moderate,9.4
676,44.6,1000,0.676,1,Clear,0,0.433,0,58.4,Moderate,12.4
1108,25.3,850,1.304,0,Clear,0,0.871,0,83.3,High,31.7
1831,10.4,1000,1.831,0,Rain,1,0.98,0,100.0,High,60.0
786,22.3,600,1.31,1,Clear,0,0.98,0,96.9,High,36.6
626,42.9,1500,0.417,0,Clear,0,0.37,0,35.5,Moderate,4.9
1766,5.0,850,2.078,0,Clear,0,0.98,1,100.0,High,60.0
227,52.2,850,0.267,1,Clear,0,0.154,0,36.5,Moderate,6.4
1593,31.4,1000,1.593,0,Clear,0,0.963,0,93.6,High,48.1
835,13.0,1000,0.835,1,Rain,1,0.568,0,84.7,High,18.3
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
763,15.5,1000,0.763,1,Clear,0,0.421,0,75.3,High,15.8
1504,34.7,1500,1.003,1,Clear,0,0.578,1,92.5,High,34.9
821,48.2,1500,0.547,0,Clear,0,0.433,1,53.9,Moderate,17.7
2500,5.0,600,4.167,1,Rain,1,0.98,1,100.0,High,60.0
1531,30.6,1000,1.531,0,Clear,0,0.98,1,100.0,High,55.0
926,28.2,1200,0.772,0,Rain,1,0.451,0,63.0,Moderate,13.6
540,48.1,1200,0.45,0,Clear,0,0.359,0,34.6,Low,3.0
1663,6.4,1000,1.663,1,Clear,0,0.98,1,100.0,High,60.0
396,26.7,1200,0.33,1,Fog,3,0.188,1,80.8,High,28.2
2360,5.0,1200,1.967,0,Clear,0,0.98,0,100.0,High,60.0
888,26.8,850,1.045,1,Clear,0,0.707,0,83.0,High,24.0
1057,17.9,850,1.244,1,Clear,0,0.807,0,95.9,High,34.6
1211,5.0,600,2.018,1,Clear,0,0.98,0,100.0,High,60.0
1557,5.0,1000,1.557,1,Clear,0,0.98,0,100.0,High,53.8
1091,17.7,1000,1.091,1,Clear,0,0.696,0,89.2,High,28.8
449,26.9,600,0.748,0,Clear,0,0.549,0,57.6,Moderate,9.9
1694,18.0,1000,1.694,0,Clear,0,0.98,0,100.0,High,56.6
1244,5.0,600,2.073,1,Clear,0,0.98,0,100.0,High,60.0
870,5.0,600,1.45,1,Rain,1,0.972,0,100.0,High,50.4
758,18.2,850,0.892,1,Clear,0,0.628,0,79.9,High,20.7
643,45.3,1000,0.643,1,Clear,0,0.436,0,56.6,Moderate,10.9
1592,19.2,1200,1.327,0,Clear,0,0.904,1,100.0,High,45.3
313,25.0,1000,0.313,1,Rain,1,0.195,0,55.9,Moderate,10.0
491,75.8,2000,0.246,0,Clear,0,0.141,0,13.0,Low,2.4
1974,5.0,850,2.322,0,Clear,0,0.98,1,100.0,High,60.0
2366,5.0,1000,2.366,0,Clear,0,0.98,0,100.0,High,60.0
513,47.3,1000,0.513,1,Clear,0,0.371,0,49.8,Moderate,9.4
607,23.9,850,0.714,0,Rain,1,0.535,0,62.4,Moderate,9.1
1168,17.6,850,1.374,0,Clear,0,0.877,0,89.9,High,34.6
1469,26.1,1200,1.224,1,Clear,0,0.748,0,91.4,High,33.0
550,64.9,1500,0.367,0,Clear,0,0.231,0,23.3,Low,3.6
329,59.2,1000,0.329,1,Clear,0,0.211,0,36.2,Moderate,5.1
1924,5.0,1000,1.924,0,Clear,0,0.98,1,100.0,High,60.0
1222,30.1,2000,0.611,0,Rain,1,0.36,1,70.0,Moderate,22.4
270,68.9,1200,0.225,0,Rain,1,0.111,0,20.1,Low,6.0
922,34.3,850,1.085,0,Fog,3,0.663,1,99.4,High,45.5
1147,28.4,2000,0.574,0,Rain,1,0.267,1,69.0,Moderate,20.5
1550,5.0,1200,1.292,1,Clear,0,0.843,0,100.0,High,35.7
454,43.5,850,0.534,0,Clear,0,0.249,0,40.5,Moderate,5.0
428,28.8,850,0.504,1,Clear,0,0.304,0,57.7,Moderate,10.9
2036,24.6,1200,1.697,0,Clear,0,0.98,0,100.0,High,55.5
431,77.2,1500,0.287,0,Clear,0,0.195,0,14.2,Low,1.5
1567,5.0,1000,1.567,1,Storm,2,0.98,1,100.0,High,60.0
288,72.5,1000,0.288,0,Clear,0,0.249,0,16.3,Low,1.0
624,19.0,850,0.734,1,Clear,0,0.485,0,72.5,High,14.0
1350,9.7,1200,1.125,1,Clear,0,0.738,0,94.3,High,26.9
1565,23.1,1000,1.565,0,Clear,0,0.98,0,96.0,High,47.8
1603,5.0,1000,1.603,0,Rain,1,0.98,0,100.0,High,55.6
1933,5.0,600,3.222,1,Rain,1,0.98,0,100.0,High,60.0
792,41.5,1200,0.66,0,Clear,0,0.413,0,47.0,Moderate,7.5
1794,9.1,1000,1.794,0,Clear,0,0.98,0,100.0,High,60.0
496,76.8,1000,0.496,0,Clear,0,0.264,0,23.8,Low,3.9
660,44.6,2000,0.33,0,Rain,1,0.219,0,35.8,Moderate,7.0
2217,5.0,1000,2.217,0,Rain,1,0.98,0,100.0,High,60.0
982,10.8,2000,0.491,1,Rain,1,0.305,0,70.2,High,12.7
787,58.0,1200,0.656,0,Clear,0,0.366,0,39.4,Moderate,3.7
558,38.1,850,0.656,0,Clear,0,0.464,0,48.4,Moderate,6.6
746,27.3,1000,0.746,1,Rain,1,0.545,0,74.3,High,17.7
461,82.4,1200,0.384,0,Clear,0,0.234,0,16.2,Low,3.7
688,43.3,1200,0.573,0,Clear,0,0.342,0,42.3,Moderate,5.7
1439,12.8,850,1.693,0,Rain,1,0.98,0,100.0,High,60.0
1968,5.0,850,2.315,0,Clear,0,0.98,0,100.0,High,60.0
1648,5.0,600,2.747,0,Fog,3,0.98,1,100.0,High,60.0
1170,15.2,1200,0.975,1,Clear,0,0.587,0,85.0,High,24.6
896,32.0,1000,0.896,0,Clear,0,0.627,0,61.9,Moderate,14.4
886,39.5,1200,0.738,0,Clear,0,0.521,0,51.4,Moderate,9.7
1509,18.9,1500,1.006,0,Rain,1,0.646,1,92.8,High,35.4
809,24.5,1200,0.674,1,Clear,0,0.459,0,67.3,Moderate,11.3
1691,8.6,1000,1.691,0,Clear,0,0.98,1,100.0,High,60.0
752,53.8,1000,0.752,0,Clear,0,0.482,1,60.6,Moderate,22.3
618,5.0,850,0.727,1,Rain,1,0.495,0,83.5,High,17.5
607,38.2,1200,0.506,0,Clear,0,0.299,0,41.6,Moderate,5.0
1210,16.2,1000,1.21,0,Clear,0,0.792,0,83.2,High,26.8
2500,5.0,600,4.167,0,Clear,0,0.98,1,100.0,High,60.0
1047,47.5,1200,0.872,0,Clear,0,0.5,0,53.9,Moderate,12.4
1190,47.2,1200,0.992,0,Clear,0,0.65,0,59.4,Moderate,17.7
2355,5.0,600,3.925,0,Clear,0,0.98,1,100.0,High,60.0
1330,19.3,2000,0.665,1,Clear,0,0.381,0,69.2,Moderate,12.0
2286,5.0,600,3.81,0,Clear,0,0.98,0,100.0,High,60.0
1066,32.3,850,1.254,0,Clear,0,0.809,0,77.9,High,29.0
677,38.0,1200,0.564,0,Rain,1,0.346,0,49.3,Moderate,10.5
349,57.3,1200,0.291,0,Clear,0,0.15,0,23.3,Low,3.4
927,18.9,1000,0.927,0,Rain,1,0.602,1,89.2,High,30.8
1290,26.9,1200,1.075,0,Clear,0,0.75,0,72.3,High,20.8
1694,7.9,1000,1.694,0,Rain,1,0.98,0,100.0,High,59.9
815,31.8,1000,0.815,0,Storm,2,0.524,0,68.3,Moderate,20.8
741,41.0,2000,0.37,1,Clear,0,0.288,0,46.2,Moderate,7.2
1240,9.4,1200,1.033,0,Rain,1,0.801,0,83.3,High,23.7
2500,5.0,1000,2.5,0,Clear,0,0.98,1,100.0,High,60.0
1587,28.8,850,1.867,0,Clear,0,0.98,1,100.0,High,60.0
292,23.9,1000,0.292,1,Clear,0,0.231,0,50.4,Moderate,6.1
904,50.4,2000,0.452,1,Rain,1,0.302,0,50.7,Moderate,14.2
493,25.1,1000,0.493,1,Clear,0,0.275,0,58.9,Moderate,9.1
2045,5.0,1000,2.045,1,Rain,1,0.98,0,100.0,High,60.0
892,35.5,1000,0.892,1,Rain,1,0.555,1,92.2,High,34.5
1077,29.8,850,1.267,0,Fog,3,0.834,0,94.6,High,38.5
837,5.9,1000,0.837,0,Storm,2,0.517,0,81.0,High,18.4
885,60.9,2000,0.442,1,Clear,0,0.263,0,40.5,Moderate,7.9
822,40.7,1200,0.685,0,Rain,1,0.445,0,53.5,Moderate,11.8
1992,5.0,1000,1.992,1,Clear,0,0.98,0,100.0,High,60.0
654,41.6,1500,0.436,0,Rain,1,0.313,0,41.9,Moderate,4.7
1081,45.1,1500,0.721,1,Clear,0,0.48,0,60.1,Moderate,15.3
1227,28.8,850,1.444,0,Clear,0,0.908,0,88.0,High,39.3
1578,5.0,1000,1.578,0,Storm,2,0.98,1,100.0,High,60.0
2095,5.0,1200,1.746,1,Clear,0,0.98,0,100.0,High,60.0
1548,30.3,1000,1.548,0,Clear,0,0.98,0,92.0,High,47.2
1362,16.6,1000,1.362,0,Clear,0,0.842,1,100.0,High,48.9
1117,6.2,850,1.314,1,Clear,0,0.862,0,100.0,High,39.2
528,14.7,850,0.621,1,Storm,2,0.417,1,94.3,High,28.8
2083,5.0,850,2.451,0,Clear,0,0.98,0,100.0,High,60.0
710,48.8,600,1.183,0,Clear,0,0.777,0,67.3,Moderate,28.5
1375,5.0,600,2.292,1,Clear,0,0.98,0,100.0,High,60.0
592,52.8,1000,0.592,0,Clear,0,0.37,0,38.9,Moderate,3.5
252,31.8,1200,0.21,1,Rain,1,0.125,0,48.2,Moderate,9.5
876,43.9,850,1.031,0,Clear,0,0.605,0,62.6,Moderate,17.8
1627,5.2,1200,1.356,0,Clear,0,0.965,0,94.7,High,31.0
961,47.8,2000,0.48,0,Clear,0,0.293,0,36.1,Moderate,3.7
957,21.5,1200,0.798,1,Clear,0,0.58,0,74.2,High,17.1
592,55.5,1000,0.592,0,Rain,1,0.452,0,42.7,Moderate,4.4
850,34.2,1200,0.708,1,Clear,0,0.499,0,64.5,Moderate,12.7
562,35.5,1000,0.562,0,Clear,0,0.385,0,45.3,Moderate,4.7
778,46.7,1000,0.778,0,Clear,0,0.523,0,50.0,Moderate,8.5
1628,5.0,1000,1.628,1,Fog,3,0.98,0,100.0,High,60.0
860,55.2,1200,0.717,0,Clear,0,0.538,0,43.4,Moderate,9.4
1664,5.0,600,2.773,1,Fog,3,0.98,0,100.0,High,60.0
1125,44.9,1500,0.75,0,Rain,1,0.533,1,69.5,Moderate,23.6
1115,30.3,1200,0.929,0,Rain,1,0.577,0,69.2,Moderate,18.1
1957,31.2,2000,0.978,0,Rain,1,0.643,0,71.0,High,19.7
1133,39.3,1200,0.944,0,Clear,0,0.542,0,60.8,Moderate,15.8
262,48.7,1200,0.218,1,Clear,0,0.148,0,35.9,Moderate,4.7
605,70.9,1200,0.504,0,Clear,0,0.365,0,26.8,Low,4.6
1338,22.0,1200,1.115,0,Clear,0,0.676,0,76.3,High,22.5
1497,14.0,1500,0.998,1,Clear,0,0.553,0,86.6,High,20.4
462,63.3,1000,0.462,1,Clear,0,0.308,0,40.3,Moderate,5.1
1390,5.0,600,2.317,0,Rain,1,0.98,0,100.0,High,60.0
1669,19.0,1000,1.669,0,Clear,0,0.98,1,100.0,High,60.0
1084,31.5,1000,1.084,1,Clear,0,0.653,0,82.6,High,28.3
1547,7.9,1000,1.547,1,Clear,0,0.98,0,100.0,High,52.9
317,50.0,600,0.528,0,Clear,0,0.466,0,37.3,Moderate,2.7
234,80.1,1000,0.234,0,Clear,0,0.158,0,10.5,Low,1.9
1122,46.5,1000,1.122,0,Clear,0,0.708,0,65.6,Moderate,21.5
1240,42.3,1200,1.033,0,Clear,0,0.663,0,63.5,Moderate,18.7
969,55.1,2000,0.484,1,Clear,0,0.349,0,45.0,Moderate,9.5
1028,5.0,850,1.209,1,Storm,2,0.76,0,100.0,High,40.7
749,28.3,600,1.248,1,Clear,0,0.861,0,91.5,High,37.2
1817,26.8,2000,0.908,0,Clear,0,0.538,0,64.8,Moderate,13.9
1121,52.5,1200,0.934,0,Clear,0,0.567,0,54.4,Moderate,16.5
1890,5.0,850,2.224,1,Clear,0,0.98,0,100.0,High,60.0
1049,49.3,2000,0.524,0,Rain,1,0.303,0,42.4,Moderate,8.3
1429,5.0,600,2.382,0,Clear,0,0.98,0,100.0,High,60.0
386,61.9,1000,0.386,0,Rain,1,0.278,0,30.5,Low,5.6
245,38.6,1000,0.245,1,Clear,0,0.09,0,41.7,Moderate,3.4
2352,5.0,1000,2.352,0,Clear,0,0.98,1,100.0,High,60.0
308,69.0,1000,0.308,0,Clear,0,0.187,0,18.8,Low,0.4
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
1137,14.0,850,1.338,0,Clear,0,0.957,0,89.9,High,33.6
